order_id,shipping_mode,shipping_date_dateorders,days_for_shipping_real,days_for_shipment_scheduled,delivery_status,late_delivery_risk
75828,Standard Class,2018-01-15 21:34:00,4,4,Shipping on time,0
75827,Standard Class,2018-01-14 21:13:00,3,4,Advance shipping,0
75826,Standard Class,2018-01-13 20:52:00,2,4,Advance shipping,0
75825,Standard Class,2018-01-17 20:31:00,6,4,Late delivery,1
75824,Standard Class,2018-01-16 20:10:00,5,4,Late delivery,1
75823,Standard Class,2018-01-15 19:49:00,4,4,Shipping on time,0
75822,Standard Class,2018-01-14 19:28:00,3,4,Advance shipping,0
75821,Standard Class,2018-01-13 19:07:00,2,4,Advance shipping,0
75820,Standard Class,2018-01-17 18:46:00,6,4,Late delivery,1
75819,Standard Class,2018-01-16 18:25:00,5,4,Late delivery,1
75818,Standard Class,2018-01-15 18:04:00,4,4,Shipping on time,0
75817,Standard Class,2018-01-14 17:43:00,3,4,Advance shipping,0
75816,Standard Class,2018-01-13 17:22:00,2,4,Advance shipping,0
75815,Standard Class,2018-01-17 17:01:00,6,4,Late delivery,1
75814,Standard Class,2018-01-16 16:40:00,5,4,Late delivery,1
75813,Second Class,2018-01-15 16:19:00,4,2,Late delivery,1
75812,Second Class,2018-01-14 15:58:00,3,2,Late delivery,1
75811,First Class,2018-01-13 15:37:00,2,1,Late delivery,1
75810,Second Class,2018-01-17 15:16:00,6,2,Late delivery,1
75809,Second Class,2018-01-16 14:55:00,5,2,Late delivery,1
75808,Second Class,2018-01-15 14:34:00,4,2,Late delivery,1
75807,Same Day,2018-01-12 02:13:00,1,0,Late delivery,1
75806,Same Day,2018-01-12 01:52:00,1,0,Late delivery,1
75805,Same Day,2018-01-12 01:31:00,1,0,Late delivery,1
75804,Same Day,2018-01-12 01:10:00,1,0,Late delivery,1
75803,Same Day,2018-01-12 00:49:00,1,0,Late delivery,1
75802,Same Day,2018-01-12 00:28:00,1,0,Shipping canceled,0
75801,Same Day,2018-01-12 00:06:00,1,0,Late delivery,1
75800,Standard Class,2018-01-17 11:45:00,6,4,Late delivery,1
75799,Standard Class,2018-01-16 11:24:00,5,4,Late delivery,1
75798,Standard Class,2018-01-15 11:03:00,4,4,Shipping on time,0
75797,Standard Class,2018-01-14 10:42:00,3,4,Advance shipping,0
3130,Second Class,2015-02-21 16:13:00,6,2,Late delivery,1
49521,Second Class,2016-12-25 21:03:00,2,2,Shipping on time,0
30305,Second Class,2016-03-24 08:50:00,6,2,Late delivery,1
27772,Second Class,2016-02-13 09:25:00,3,2,Late delivery,1
31296,Second Class,2016-04-03 20:01:00,2,2,Shipping on time,0
22076,Second Class,2015-11-21 05:51:00,2,2,Shipping on time,0
25665,Second Class,2016-01-16 15:14:00,6,2,Late delivery,1
22819,Second Class,2015-12-05 02:09:00,5,2,Late delivery,1
27099,Second Class,2016-02-05 13:38:00,5,2,Late delivery,1
28292,Second Class,2016-02-20 23:35:00,3,2,Late delivery,1
39159,Second Class,2016-07-30 14:47:00,5,2,Late delivery,1
34631,Second Class,2016-05-22 12:25:00,2,2,Shipping on time,0
37669,Second Class,2016-07-08 20:46:00,5,2,Late delivery,1
40085,Second Class,2016-08-14 03:12:00,6,2,Late delivery,1
47262,Second Class,2016-11-23 21:38:00,3,2,Late delivery,1
44771,Second Class,2016-10-17 12:55:00,2,2,Shipping on time,0
13890,Second Class,2015-07-28 17:56:00,6,2,Late delivery,1
17071,Second Class,2015-09-09 04:22:00,2,2,Shipping on time,0
11321,Second Class,2015-06-17 05:54:00,2,2,Shipping on time,0
11936,Second Class,2015-06-26 05:21:00,2,2,Shipping on time,0
68337,Second Class,2017-09-27 13:08:00,3,2,Late delivery,1
45746,Second Class,2016-10-31 18:30:00,2,2,Shipping on time,0
13736,Second Class,2015-07-22 11:58:00,2,2,Shipping on time,0
49622,Second Class,2016-12-28 08:26:00,3,2,Late delivery,1
19444,Second Class,2015-10-16 19:44:00,5,2,Late delivery,1
51911,Second Class,2017-01-29 18:23:00,2,2,Shipping on time,0
58239,Second Class,2017-05-05 03:21:00,5,2,Late delivery,1
56678,Second Class,2017-04-11 08:28:00,4,2,Late delivery,1
53202,Second Class,2017-02-18 14:40:00,3,2,Late delivery,1
58738,Second Class,2017-05-11 10:11:00,4,2,Late delivery,1
56260,Second Class,2017-04-07 06:02:00,6,2,Late delivery,1
5042,Second Class,2015-03-18 14:05:00,3,2,Late delivery,1
55511,Second Class,2017-03-23 07:37:00,2,2,Shipping on time,0
54128,Second Class,2017-03-05 03:05:00,4,2,Late delivery,1
21244,Second Class,2015-11-12 02:22:00,5,2,Late delivery,1
31239,Second Class,2016-04-06 00:03:00,5,2,Late delivery,1
45772,Second Class,2016-11-02 03:37:00,3,2,Late delivery,1
24661,Second Class,2015-12-28 23:29:00,2,2,Shipping on time,0
22924,Second Class,2015-12-06 14:56:00,5,2,Late delivery,1
21902,Second Class,2015-11-19 16:53:00,3,2,Late delivery,1
21534,Second Class,2015-11-16 07:58:00,5,2,Late delivery,1
24160,Second Class,2015-12-25 15:58:00,6,2,Late delivery,1
32102,Second Class,2016-04-16 14:24:00,3,2,Late delivery,1
37763,Second Class,2016-07-09 05:42:00,4,2,Late delivery,1
37867,Second Class,2016-07-09 18:08:00,3,2,Late delivery,1
31905,Second Class,2016-04-16 17:23:00,6,2,Late delivery,1
36269,Second Class,2016-06-18 10:17:00,5,2,Late delivery,1
48374,Second Class,2016-12-12 03:12:00,5,2,Late delivery,1
17719,Second Class,2015-09-21 15:24:00,5,2,Late delivery,1
15766,Second Class,2015-08-21 03:10:00,2,2,Shipping on time,0
12179,Second Class,2015-07-02 18:29:00,5,2,Late delivery,1
66275,Second Class,2017-08-31 10:44:00,6,2,Late delivery,1
13140,Second Class,2015-07-17 19:10:00,6,2,Late delivery,1
16444,Second Class,2015-09-03 00:42:00,5,2,Late delivery,1
14454,Second Class,2015-08-04 23:31:00,5,2,Late delivery,1
67979,Second Class,2017-09-24 07:43:00,5,2,Late delivery,1
65264,Second Class,2017-08-15 16:32:00,5,2,Late delivery,1
51226,Second Class,2017-01-19 18:23:00,2,2,Shipping on time,0
52576,Second Class,2017-02-08 11:21:00,2,2,Shipping on time,0
67753,Second Class,2017-09-20 00:32:00,4,2,Late delivery,1
15421,Second Class,2015-08-16 02:18:00,2,2,Shipping on time,0
13225,Second Class,2015-07-19 00:57:00,6,2,Late delivery,1
71362,Second Class,2017-11-10 16:56:00,3,2,Late delivery,1
13232,Second Class,2015-07-16 03:24:00,3,2,Late delivery,1
65487,Second Class,2017-08-16 22:39:00,3,2,Late delivery,1
65105,Second Class,2017-08-14 08:49:00,6,2,Late delivery,1
14837,Second Class,2015-08-08 13:42:00,3,2,Late delivery,1
46224,Second Class,2016-11-10 17:58:00,5,2,Late delivery,1
71217,Second Class,2017-11-08 14:08:00,3,2,Late delivery,1
63972,Second Class,2017-07-25 19:53:00,3,2,Late delivery,1
19200,Second Class,2015-10-14 06:15:00,6,2,Late delivery,1
18009,Second Class,2015-09-25 21:00:00,5,2,Late delivery,1
10831,Second Class,2015-06-10 02:13:00,2,2,Shipping on time,0
68107,Second Class,2017-09-24 04:33:00,3,2,Late delivery,1
71271,Second Class,2017-11-08 09:03:00,2,2,Shipping on time,0
16953,Second Class,2015-09-09 11:02:00,4,2,Late delivery,1
49664,Second Class,2016-12-30 23:09:00,5,2,Late delivery,1
16446,Second Class,2015-08-31 01:24:00,2,2,Shipping on time,0
14960,Second Class,2015-08-13 08:48:00,6,2,Late delivery,1
18005,Second Class,2015-09-26 19:36:00,6,2,Late delivery,1
12804,Second Class,2015-07-11 21:27:00,5,2,Late delivery,1
14651,Second Class,2015-08-04 20:32:00,2,2,Shipping on time,0
10990,Second Class,2015-06-16 09:56:00,6,2,Late delivery,1
65609,Second Class,2017-08-20 17:24:00,5,2,Late delivery,1
17878,Second Class,2015-09-22 23:06:00,4,2,Late delivery,1
16998,Second Class,2015-09-10 02:48:00,4,2,Late delivery,1
13970,Second Class,2015-07-29 21:57:00,6,2,Late delivery,1
13614,Second Class,2015-07-23 17:14:00,5,2,Late delivery,1
44388,Second Class,2016-10-13 22:44:00,4,2,Late delivery,1
13050,Second Class,2015-07-16 11:38:00,6,2,Late delivery,1
12613,Second Class,2015-07-08 02:32:00,4,2,Late delivery,1
66587,Second Class,2017-09-02 00:02:00,3,2,Late delivery,1
62795,Second Class,2017-07-11 15:32:00,6,2,Late delivery,1
18950,Second Class,2015-10-10 14:40:00,6,2,Late delivery,1
19610,Second Class,2015-10-20 05:54:00,6,2,Late delivery,1
65011,Second Class,2017-08-08 23:53:00,2,2,Shipping on time,0
19380,Second Class,2015-10-16 21:19:00,6,2,Late delivery,1
65005,Second Class,2017-08-12 21:47:00,6,2,Late delivery,1
20085,Second Class,2015-10-27 04:19:00,6,2,Late delivery,1
18245,Second Class,2015-09-30 07:41:00,6,2,Late delivery,1
19817,Second Class,2015-10-20 06:25:00,3,2,Late delivery,1
10444,Second Class,2015-06-07 10:38:00,5,2,Late delivery,1
64637,Second Class,2017-08-04 12:52:00,3,2,Late delivery,1
15269,Second Class,2015-08-16 21:03:00,5,2,Late delivery,1
14064,Second Class,2015-07-30 06:53:00,5,2,Late delivery,1
14551,Second Class,2015-08-03 09:30:00,2,2,Shipping on time,0
12698,Second Class,2015-07-09 08:19:00,4,2,Late delivery,1
47758,Second Class,2016-12-02 03:24:00,4,2,Late delivery,1
68220,Second Class,2017-09-28 20:09:00,6,2,Late delivery,1
14730,Second Class,2015-08-10 00:13:00,6,2,Late delivery,1
66411,Second Class,2017-08-29 10:22:00,2,2,Shipping on time,0
12535,Second Class,2015-07-08 23:13:00,6,2,Late delivery,1
67712,Second Class,2017-09-18 10:10:00,3,2,Late delivery,1
18593,Second Class,2015-10-03 09:36:00,4,2,Late delivery,1
17909,Second Class,2015-09-24 09:58:00,5,2,Late delivery,1
16302,Second Class,2015-08-29 22:57:00,3,2,Late delivery,1
13343,Second Class,2015-07-18 18:17:00,4,2,Late delivery,1
62117,Second Class,2017-06-28 18:00:00,3,2,Late delivery,1
62637,Second Class,2017-07-06 08:10:00,3,2,Late delivery,1
67845,Second Class,2017-09-23 08:46:00,6,2,Late delivery,1
11209,Second Class,2015-06-18 14:39:00,5,2,Late delivery,1
41494,Second Class,2016-09-02 16:50:00,5,2,Late delivery,1
70044,Second Class,2017-10-24 11:10:00,5,2,Late delivery,1
16617,Second Class,2015-09-03 13:19:00,3,2,Late delivery,1
14574,Second Class,2015-08-06 17:34:00,5,2,Late delivery,1
15599,Second Class,2015-08-21 16:40:00,5,2,Late delivery,1
20072,Second Class,2015-10-23 23:45:00,3,2,Late delivery,1
12323,Second Class,2015-07-03 20:56:00,4,2,Late delivery,1
71295,Second Class,2017-11-12 17:27:00,6,2,Late delivery,1
66351,Second Class,2017-08-28 13:21:00,2,2,Shipping on time,0
44148,Second Class,2016-10-10 10:39:00,4,2,Late delivery,1
53540,Standard Class,2017-02-26 13:05:00,6,4,Late delivery,1
57570,Standard Class,2017-04-26 08:59:00,6,4,Late delivery,1
5154,Standard Class,2015-03-22 05:19:00,5,4,Late delivery,1
9122,Standard Class,2015-05-17 03:29:00,3,4,Advance shipping,0
4427,Standard Class,2015-03-09 14:37:00,3,4,Advance shipping,0
9340,Standard Class,2015-05-23 07:52:00,6,4,Late delivery,1
9331,Standard Class,2015-05-19 04:42:00,2,4,Advance shipping,0
58315,Standard Class,2017-05-07 05:59:00,6,4,Late delivery,1
54572,Standard Class,2017-03-10 14:39:00,3,4,Advance shipping,0
51746,Standard Class,2017-01-27 08:34:00,2,4,Advance shipping,0
4269,Standard Class,2015-03-09 07:16:00,5,4,Late delivery,1
61346,Standard Class,2017-06-16 11:53:00,2,4,Advance shipping,0
1999,Standard Class,2015-02-04 03:59:00,5,4,Late delivery,1
53576,Standard Class,2017-02-23 01:42:00,2,4,Advance shipping,0
57152,Standard Class,2017-04-17 06:32:00,3,4,Advance shipping,0
51674,Standard Class,2017-01-29 07:21:00,5,4,Late delivery,1
55336,Standard Class,2017-03-20 18:18:00,2,4,Advance shipping,0
53810,Standard Class,2017-03-02 11:41:00,6,4,Late delivery,1
59301,Standard Class,2017-05-17 15:25:00,2,4,Advance shipping,0
8410,Standard Class,2015-05-09 18:02:00,6,4,Late delivery,1
8123,Standard Class,2015-05-03 13:29:00,4,4,Shipping on time,0
60567,Standard Class,2017-06-06 02:58:00,3,4,Advance shipping,0
3527,Standard Class,2015-02-24 11:18:00,3,4,Advance shipping,0
2428,Standard Class,2015-02-09 10:17:00,4,4,Shipping on time,0
55174,Standard Class,2017-03-21 09:33:00,5,4,Late delivery,1
57032,Standard Class,2017-04-15 12:29:00,3,4,Advance shipping,0
10113,Standard Class,2015-06-01 14:41:00,4,4,Shipping on time,0
52250,Standard Class,2017-02-07 17:09:00,6,4,Late delivery,1
8906,Standard Class,2015-05-12 23:49:00,2,4,Advance shipping,0
1386,Standard Class,2015-01-23 05:13:00,2,4,Advance shipping,0
59226,Standard Class,2017-05-16 13:09:00,2,4,Advance shipping,0
8847,Standard Class,2015-05-13 03:08:00,3,4,Advance shipping,0
57929,Standard Class,2017-04-30 14:45:00,5,4,Late delivery,1
53505,Standard Class,2017-02-26 00:50:00,6,4,Late delivery,1
55636,Standard Class,2017-03-25 03:25:00,2,4,Advance shipping,0
57128,Standard Class,2017-04-17 22:07:00,4,4,Shipping on time,0
8728,Standard Class,2015-05-12 09:27:00,4,4,Shipping on time,0
1105,Standard Class,2015-01-23 02:46:00,6,4,Late delivery,1
1797,Standard Class,2015-01-30 05:13:00,3,4,Advance shipping,0
1634,Standard Class,2015-01-29 20:06:00,5,4,Late delivery,1
6176,Standard Class,2015-04-03 03:22:00,2,4,Shipping canceled,0
60460,Standard Class,2017-06-07 13:28:00,6,4,Shipping canceled,0
580,Standard Class,2015-01-15 10:50:00,6,4,Shipping canceled,0
56244,Standard Class,2017-04-06 00:25:00,5,4,Shipping canceled,0
6522,Standard Class,2015-04-09 04:35:00,3,4,Shipping canceled,0
58298,Standard Class,2017-05-05 00:02:00,4,4,Shipping canceled,0
3625,Standard Class,2015-02-28 21:38:00,6,4,Shipping canceled,0
52321,Standard Class,2017-02-04 18:01:00,2,4,Shipping canceled,0
58896,Standard Class,2017-05-11 17:32:00,2,4,Shipping canceled,0
5919,Standard Class,2015-04-02 09:20:00,5,4,Shipping canceled,0
52772,Standard Class,2017-02-12 08:01:00,3,4,Shipping canceled,0
9063,Standard Class,2015-05-17 06:49:00,4,4,Shipping canceled,0
61419,Standard Class,2017-06-20 13:27:00,5,4,Shipping canceled,0
27742,Standard Class,2016-02-12 22:54:00,3,4,Shipping canceled,0
24453,Standard Class,2015-12-27 22:37:00,4,4,Shipping canceled,0
31145,Standard Class,2016-04-05 15:07:00,6,4,Shipping canceled,0
30802,Standard Class,2016-03-28 14:57:00,3,4,Advance shipping,0
25875,Standard Class,2016-01-19 16:48:00,6,4,Late delivery,1
30589,Standard Class,2016-03-27 12:20:00,5,4,Late delivery,1
20931,Standard Class,2015-11-04 12:42:00,2,4,Advance shipping,0
45646,Standard Class,2016-10-30 07:28:00,2,4,Advance shipping,0
29731,Standard Class,2016-03-11 23:44:00,2,4,Advance shipping,0
42777,Standard Class,2016-09-19 10:20:00,3,4,Advance shipping,0
23886,Standard Class,2015-12-17 15:58:00,2,4,Advance shipping,0
43561,Standard Class,2016-09-29 21:00:00,2,4,Advance shipping,0
47846,Standard Class,2016-12-01 10:14:00,2,4,Advance shipping,0
21192,Standard Class,2015-11-09 08:09:00,3,4,Advance shipping,0
23156,Standard Class,2015-12-07 00:13:00,2,4,Advance shipping,0
22811,Standard Class,2015-12-01 23:21:00,2,4,Advance shipping,0
25418,Standard Class,2016-01-11 00:42:00,4,4,Shipping on time,0
47092,Standard Class,2016-11-21 10:04:00,3,4,Advance shipping,0
42658,Standard Class,2016-09-18 16:38:00,4,4,Shipping on time,0
23494,Standard Class,2015-12-14 22:38:00,5,4,Late delivery,1
27316,Standard Class,2016-02-05 17:39:00,2,4,Advance shipping,0
27555,Standard Class,2016-02-13 05:23:00,6,4,Late delivery,1
28657,Standard Class,2016-02-26 07:28:00,3,4,Advance shipping,0
47011,Standard Class,2016-11-19 05:41:00,2,4,Advance shipping,0
21973,Standard Class,2015-11-21 17:46:00,4,4,Shipping on time,0
50226,Standard Class,2017-01-05 04:03:00,2,4,Advance shipping,0
44617,Standard Class,2016-10-16 06:58:00,3,4,Advance shipping,0
21196,Standard Class,2015-11-08 09:33:00,2,4,Advance shipping,0
21193,Standard Class,2015-11-10 08:30:00,4,4,Shipping on time,0
26073,Standard Class,2016-01-20 14:10:00,4,4,Shipping on time,0
44425,Standard Class,2016-10-16 11:42:00,6,4,Late delivery,1
49570,Standard Class,2016-12-30 14:13:00,6,4,Late delivery,1
42099,Standard Class,2016-09-11 12:48:00,5,4,Late delivery,1
47731,Standard Class,2016-11-29 17:56:00,2,4,Advance shipping,0
46062,Standard Class,2016-11-06 09:13:00,3,4,Advance shipping,0
44938,Standard Class,2016-10-21 23:25:00,4,4,Shipping on time,0
50688,Standard Class,2017-01-13 21:54:00,4,4,Shipping on time,0
49445,Standard Class,2016-12-28 18:26:00,6,4,Late delivery,1
47938,Standard Class,2016-12-04 18:27:00,4,4,Shipping on time,0
45249,Standard Class,2016-10-27 12:23:00,5,4,Late delivery,1
41874,Standard Class,2016-09-08 05:58:00,5,4,Late delivery,1
41572,Standard Class,2016-09-01 20:10:00,3,4,Advance shipping,0
41785,Standard Class,2016-09-07 22:47:00,6,4,Late delivery,1
42971,Standard Class,2016-09-21 06:18:00,2,4,Advance shipping,0
44677,Standard Class,2016-10-17 03:59:00,3,4,Advance shipping,0
43266,Standard Class,2016-09-25 13:39:00,2,4,Advance shipping,0
47917,Standard Class,2016-12-03 11:06:00,3,4,Advance shipping,0
48901,Standard Class,2016-12-16 19:50:00,2,4,Advance shipping,0
44265,Standard Class,2016-10-14 03:39:00,6,4,Shipping canceled,0
41590,Standard Class,2016-09-05 02:28:00,6,4,Shipping canceled,0
45987,Standard Class,2016-11-05 06:56:00,3,4,Shipping canceled,0
44452,Standard Class,2016-10-13 21:09:00,3,4,Shipping canceled,0
49218,Standard Class,2016-12-23 10:54:00,4,4,Shipping canceled,0
47840,Standard Class,2016-12-05 08:07:00,6,4,Shipping canceled,0
47493,Standard Class,2016-11-28 06:33:00,4,4,Shipping canceled,0
64274,Standard Class,2017-08-01 05:41:00,5,4,Shipping canceled,0
13298,Standard Class,2015-07-18 02:31:00,4,4,Shipping canceled,0
62786,Standard Class,2017-07-07 12:22:00,2,4,Shipping canceled,0
13939,Standard Class,2015-07-28 11:06:00,5,4,Shipping canceled,0
46864,Standard Class,2016-11-20 02:11:00,5,4,Shipping canceled,0
16590,Standard Class,2015-09-06 03:51:00,6,4,Shipping canceled,0
62840,Standard Class,2017-07-12 07:18:00,6,4,Shipping canceled,0
66959,Standard Class,2017-09-09 10:22:00,5,4,Shipping canceled,0
63220,Standard Class,2017-07-17 20:25:00,6,4,Shipping canceled,0
19642,Standard Class,2015-10-17 17:07:00,3,4,Shipping canceled,0
65439,Standard Class,2017-08-18 05:50:00,5,4,Shipping canceled,0
17363,Standard Class,2015-09-15 10:40:00,4,4,Shipping canceled,0
18237,Standard Class,2015-09-27 04:52:00,3,4,Shipping canceled,0
66958,Standard Class,2017-09-08 10:01:00,4,4,Shipping canceled,0
66764,Standard Class,2017-09-06 14:03:00,5,4,Shipping canceled,0
48193,Standard Class,2016-12-08 11:48:00,4,4,Shipping canceled,0
15231,Standard Class,2015-08-13 07:44:00,2,4,Advance shipping,0
10451,Standard Class,2015-06-04 13:06:00,2,4,Advance shipping,0
10459,Standard Class,2015-06-07 15:54:00,5,4,Late delivery,1
64222,Standard Class,2017-07-29 11:28:00,3,4,Advance shipping,0
63907,Standard Class,2017-07-24 21:07:00,3,4,Advance shipping,0
19178,Standard Class,2015-10-11 22:33:00,4,4,Shipping on time,0
67046,Standard Class,2017-09-07 16:50:00,2,4,Advance shipping,0
65312,Standard Class,2017-08-14 09:21:00,3,4,Advance shipping,0
16436,Standard Class,2015-08-30 21:54:00,2,4,Advance shipping,0
11822,Standard Class,2015-06-25 13:25:00,3,4,Advance shipping,0
19528,Standard Class,2015-10-17 01:10:00,4,4,Shipping on time,0
49763,Standard Class,2016-12-31 09:50:00,4,4,Shipping on time,0
16013,Standard Class,2015-08-26 17:43:00,4,4,Shipping on time,0
17347,Standard Class,2015-09-14 05:04:00,3,4,Advance shipping,0
19496,Standard Class,2015-10-14 13:58:00,2,4,Advance shipping,0
62789,Standard Class,2017-07-10 13:25:00,5,4,Late delivery,1
11674,Standard Class,2015-06-25 09:34:00,5,4,Late delivery,1
67866,Standard Class,2017-09-19 16:07:00,2,4,Advance shipping,0
13599,Standard Class,2015-07-23 11:59:00,5,4,Late delivery,1
10384,Standard Class,2015-06-06 13:37:00,5,4,Late delivery,1
63115,Standard Class,2017-07-16 07:38:00,6,4,Late delivery,1
63516,Standard Class,2017-07-18 04:08:00,2,4,Advance shipping,0
62086,Standard Class,2017-06-27 07:08:00,2,4,Advance shipping,0
62817,Standard Class,2017-07-08 23:14:00,3,4,Advance shipping,0
10856,Standard Class,2015-06-10 10:59:00,2,4,Advance shipping,0
14685,Standard Class,2015-08-09 08:27:00,6,4,Late delivery,1
66229,Standard Class,2017-08-29 18:37:00,5,4,Late delivery,1
14924,Standard Class,2015-08-11 20:11:00,5,4,Late delivery,1
49839,Standard Class,2017-01-02 12:28:00,5,4,Late delivery,1
12393,Standard Class,2015-07-04 21:28:00,4,4,Shipping on time,0
65898,Standard Class,2017-08-23 22:39:00,4,4,Shipping on time,0
64599,Standard Class,2017-08-05 23:33:00,5,4,Late delivery,1
65370,Standard Class,2017-08-18 05:40:00,6,4,Late delivery,1
19732,Standard Class,2015-10-19 00:38:00,3,4,Advance shipping,0
67549,Standard Class,2017-09-18 01:04:00,5,4,Late delivery,1
67275,Standard Class,2017-09-15 01:04:00,6,4,Late delivery,1
46863,Standard Class,2016-11-19 01:50:00,4,4,Shipping on time,0
